amount,payment_method,hour,day_of_week,account_age_days,total_transactions,avg_transaction_amount,failed_transactions,previous_fraud_count,transactions_last_5min,transactions_last_1hour,transactions_last_24hours,amount_last_1hour,time_since_last_transaction,new_receiver,amount_ratio,velocity_5min_ratio,fraud
1272.22,ACCOUNT,4,1,685,61,474.11,1,0,0,0,3,0.0,2686.6,1,2.6777,0.0,1
635.24,ACCOUNT,12,0,1342,58,495.51,0,0,1,1,5,412.92,654.34,0,1.2794,0.1667,0
1228.01,UPI,11,0,1026,59,562.18,0,0,0,1,7,673.34,6080.07,0,2.1805,0.0,1
1250.08,UPI,15,1,1174,58,812.31,2,0,1,2,7,1497.96,10259.68,1,1.537,0.125,0
1231.11,ACCOUNT,19,6,1147,56,1283.77,0,0,1,1,7,1762.32,10342.99,0,0.9582,0.125,0
761.87,ACCOUNT,18,1,316,51,711.46,0,0,1,3,6,2450.26,3040.14,1,1.0694,0.1429,0
1053.69,UPI,22,6,564,54,1083.14,1,0,1,1,7,1311.76,4281.36,0,0.9719,0.125,0
2063.62,UPI,17,0,716,55,363.93,2,0,0,0,6,0.0,3108.49,1,5.6548,0.0,0
1149.53,ACCOUNT,2,4,761,63,535.32,1,0,1,1,3,565.16,1847.26,0,2.1433,0.25,0
248.22,ACCOUNT,14,6,94,58,354.79,0,0,0,0,10,0.0,932.55,0,0.6977,0.0,0
2723.63,ACCOUNT,21,6,833,68,428.76,1,2,0,1,6,555.26,1479.32,0,6.3376,0.0,1
601.27,ACCOUNT,19,2,256,68,616.38,0,0,0,0,7,0.0,1294.85,0,0.9739,0.0,0
689.23,UPI,16,4,1122,64,660.34,1,0,0,2,7,1424.4,347.01,0,1.0422,0.0,0
296.13,ACCOUNT,19,0,1034,59,349.15,2,1,0,2,4,563.6,1643.38,0,0.8457,0.0,0
763.44,ACCOUNT,21,6,1386,52,385.37,1,0,0,1,5,242.71,4876.18,0,1.9759,0.0,0
1294.83,UPI,7,6,1124,62,1556.39,1,0,0,0,3,0.0,5288.22,0,0.8314,0.0,0
1002.11,UPI,21,1,568,55,863.38,0,0,1,1,5,813.63,4860.55,0,1.1593,0.1667,0
396.12,ACCOUNT,23,2,1452,58,531.02,1,0,0,1,5,675.0,1603.79,0,0.7446,0.0,0
579.71,ACCOUNT,13,1,633,59,427.03,1,0,0,1,4,264.95,1225.71,0,1.3544,0.0,0
220.69,UPI,17,5,508,62,279.88,2,0,0,2,4,762.05,709.63,0,0.7857,0.0,0
2406.62,UPI,14,2,1361,47,2439.71,1,0,1,2,8,3076.66,541.89,1,0.986,0.1111,0
1289.7,UPI,1,0,574,50,831.45,1,0,1,2,7,1233.52,248.81,0,1.5493,0.125,0
1353.64,UPI,20,4,142,59,776.68,3,0,0,0,1,0.0,4700.26,0,1.7406,0.0,0
389.67,UPI,22,2,720,53,392.36,1,0,1,1,4,246.29,6514.09,0,0.9906,0.2,0
420.87,ACCOUNT,5,2,1199,51,569.58,0,0,0,0,3,0.0,1344.81,1,0.7376,0.0,0
400.73,ACCOUNT,19,4,308,50,471.48,0,1,0,1,2,480.86,2046.81,1,0.8482,0.0,0
1541.69,ACCOUNT,14,3,710,68,1074.74,2,1,1,2,5,2387.55,9941.26,0,1.4331,0.1667,0
1929.51,UPI,10,6,220,66,1826.22,1,0,1,2,4,3493.73,7534.75,0,1.056,0.2,0
443.97,UPI,1,2,1039,68,372.08,0,0,0,0,4,0.0,6786.29,0,1.19,0.0,0
937.18,UPI,22,2,729,64,481.15,1,0,0,0,5,0.0,1828.57,0,1.9437,0.0,0
1977.92,UPI,16,2,515,63,1206.59,2,0,0,1,3,1141.97,84.89,0,1.6379,0.0,0
406.5,UPI,14,5,363,54,501.88,0,0,0,3,5,1227.97,5819.97,0,0.8083,0.0,0
1420.35,ACCOUNT,2,2,859,58,859.31,1,0,0,1,4,1030.93,542.65,0,1.651,0.0,0
578.74,ACCOUNT,6,1,1014,63,641.99,3,0,0,0,4,0.0,1103.66,0,0.9001,0.0,0
911.6,UPI,2,6,1412,74,1238.24,4,0,1,4,9,3630.85,5039.56,0,0.7356,0.1,0
1403.86,UPI,22,4,672,50,497.99,2,0,1,1,4,334.17,5606.42,1,2.8134,0.2,1
1187.92,UPI,4,3,266,70,1256.59,3,0,0,2,9,2310.05,823.7,0,0.9446,0.0,0
930.14,UPI,4,6,1254,56,845.66,1,0,0,1,5,799.97,1122.92,0,1.0986,0.0,0
755.42,ACCOUNT,3,6,955,69,770.68,1,0,0,0,3,0.0,1878.46,0,0.9789,0.0,0
271.98,UPI,5,6,1059,66,393.57,1,0,4,5,11,1967.84,2096.79,0,0.6893,0.3333,1
1192.98,UPI,7,5,172,62,1277.41,2,0,0,1,3,1447.19,193.16,0,0.9332,0.0,0
944.05,ACCOUNT,23,6,489,74,1144.63,1,0,0,0,2,0.0,6333.25,0,0.824,0.0,0
786.68,ACCOUNT,5,1,1158,54,611.87,3,0,0,0,3,0.0,677.08,1,1.2836,0.0,0
123.21,UPI,0,5,1253,57,209.4,0,0,0,1,7,139.17,4323.7,1,0.5856,0.0,0
795.91,UPI,3,6,669,73,577.47,0,0,0,0,6,0.0,3232.64,0,1.3759,0.0,0
1160.85,UPI,4,5,1213,51,1145.68,4,0,1,4,14,6285.82,1027.03,0,1.0124,0.0667,0
1294.7,UPI,18,4,1267,59,836.43,3,0,0,0,1,0.0,5005.63,0,1.5461,0.0,0
2479.55,ACCOUNT,6,2,599,63,2099.46,1,0,0,1,4,1610.73,8657.9,0,1.1805,0.0,0
253.9,UPI,12,3,1350,65,350.59,0,0,0,2,8,639.99,1961.75,0,0.7222,0.0,0
277.81,UPI,19,4,453,61,318.21,1,0,0,2,6,778.52,2604.72,0,0.8703,0.0,0
357.54,UPI,13,2,382,69,311.2,1,1,0,0,6,0.0,4916.36,0,1.1452,0.0,0
1673.41,UPI,13,6,1033,54,1141.03,1,0,0,4,10,2919.65,3139.38,0,1.4653,0.0,0
526.87,UPI,13,6,966,70,415.27,5,0,1,2,4,876.07,1981.23,1,1.2657,0.2,0
1009.85,UPI,18,2,235,77,935.84,0,0,0,0,5,0.0,8182.86,1,1.0779,0.0,0
416.06,ACCOUNT,17,2,1254,51,394.63,1,0,1,2,4,942.24,2220.02,0,1.0516,0.2,0
452.13,UPI,13,6,323,62,426.55,1,0,2,2,6,892.53,504.49,0,1.0575,0.2857,0
574.48,ACCOUNT,15,3,1213,62,775.16,1,0,0,2,6,1251.76,192.76,0,0.7402,0.0,0
442.44,ACCOUNT,2,0,40,77,397.21,1,2,0,0,7,0.0,1606.28,1,1.1111,0.0,0
548.72,UPI,10,3,1201,63,495.8,0,0,0,2,4,715.52,15870.99,1,1.1045,0.0,0
592.67,UPI,16,4,1186,74,411.85,1,0,0,0,4,0.0,187.3,0,1.4356,0.0,0
497.7,UPI,23,1,1177,67,374.88,1,0,0,2,7,568.02,5554.56,0,1.3241,0.0,0
1041.44,ACCOUNT,18,3,1007,56,836.01,2,0,0,1,7,528.37,2573.46,1,1.2442,0.0,0
1997.57,ACCOUNT,15,3,723,57,1827.6,0,0,0,2,8,3881.35,4028.89,1,1.0924,0.0,0
171.88,UPI,17,0,1066,60,194.8,0,0,0,4,7,528.08,922.92,0,0.8778,0.0,0
209.19,UPI,22,5,437,73,262.47,2,0,0,0,2,0.0,2750.16,0,0.794,0.0,0
486.93,ACCOUNT,10,2,1177,55,492.41,2,0,0,3,8,1813.75,2580.03,1,0.9869,0.0,0
362.65,UPI,12,5,846,63,763.98,0,0,0,0,6,0.0,4419.13,0,0.4741,0.0,0
304.73,UPI,7,6,704,72,297.45,0,0,0,2,3,810.93,8286.89,0,1.021,0.0,0
484.75,UPI,12,3,773,79,952.76,1,0,0,2,5,1434.67,1673.15,0,0.5082,0.0,0
4976.94,ACCOUNT,12,1,39,54,512.48,1,1,2,4,13,0.0,7281.73,1,9.6926,0.1429,0
275.12,UPI,23,0,84,65,245.62,1,1,0,2,4,668.56,83.34,0,1.1156,0.0,0
1028.23,ACCOUNT,11,2,235,53,713.72,1,0,0,2,6,1320.44,5119.32,0,1.4387,0.0,0
1348.15,UPI,5,1,390,57,627.61,0,0,1,2,5,1437.09,133.19,0,2.1447,0.1667,0
2894.2,UPI,2,2,198,53,1833.01,1,1,0,1,3,1525.53,2295.85,0,1.5781,0.0,0
757.31,UPI,0,1,676,53,876.57,1,0,0,0,7,0.0,12992.67,0,0.863,0.0,0
473.14,UPI,10,0,1012,57,797.73,1,0,0,0,0,0.0,11022.18,0,0.5924,0.0,0
1147.35,ACCOUNT,5,3,992,57,1190.32,1,0,0,0,1,0.0,2552.66,0,0.9631,0.0,0
278.16,UPI,11,6,722,56,263.99,0,0,0,0,7,0.0,3568.97,0,1.0497,0.0,0
2514.41,UPI,17,2,1286,60,1026.08,0,0,1,1,7,1043.86,1573.62,1,2.4481,0.125,0
417.24,ACCOUNT,14,1,860,62,541.34,1,0,2,3,10,1248.6,698.39,1,0.7693,0.1818,0
320.08,UPI,6,1,146,74,478.66,2,0,0,1,2,585.48,3911.56,0,0.6673,0.0,0
6190.63,ACCOUNT,7,2,1154,67,1975.64,3,0,1,1,8,1564.94,12577.78,1,3.1319,0.1111,1
2334.64,ACCOUNT,22,2,874,55,2146.49,5,0,0,2,8,3772.03,5878.21,0,1.0871,0.0,0
978.31,UPI,5,4,963,67,216.14,0,0,1,2,3,418.79,2216.77,1,4.5055,0.25,1
1532.81,ACCOUNT,14,4,861,54,1094.95,2,0,0,1,10,749.12,1094.81,0,1.3986,0.0,0
1453.4,UPI,8,3,843,61,1009.8,2,0,1,3,11,4145.64,18438.03,0,1.4379,0.0833,0
448.58,ACCOUNT,15,0,163,59,679.37,1,0,0,0,2,0.0,2408.3,0,0.6593,0.0,0
92.98,UPI,7,3,852,47,105.34,0,0,0,2,7,217.79,2668.76,0,0.8743,0.0,0
408.84,ACCOUNT,15,0,1198,59,677.74,0,0,1,1,9,514.93,3394.45,0,0.6023,0.1,0
2306.86,UPI,21,3,476,60,2248.63,0,0,0,0,2,0.0,900.63,0,1.0254,0.0,0
688.42,UPI,17,6,916,56,407.73,0,0,0,4,5,2265.37,3710.5,0,1.6843,0.0,0
2291.59,UPI,23,2,75,62,1223.78,1,0,1,2,5,3108.12,2897.02,0,1.871,0.1667,0
3617.9,ACCOUNT,23,2,540,58,651.24,1,0,0,1,2,619.52,4509.0,0,5.5469,0.0,0
175.77,UPI,5,4,671,52,245.77,1,0,1,2,6,335.75,992.13,0,0.7123,0.1429,0
1295.61,UPI,3,2,1474,59,1617.31,1,0,0,0,7,0.0,1051.43,0,0.8006,0.0,0
453.53,ACCOUNT,16,2,345,49,462.03,3,0,0,2,3,937.55,5381.92,0,0.9795,0.0,0
2369.17,UPI,2,2,436,61,2369.56,2,0,0,1,7,1458.59,310.36,0,0.9994,0.0,0
970.42,UPI,2,2,630,63,783.17,1,1,0,0,3,0.0,3614.97,0,1.2375,0.0,0
1419.15,ACCOUNT,4,4,1489,60,2009.27,1,0,0,0,1,0.0,1070.68,0,0.706,0.0,0
143.18,UPI,2,2,1284,77,122.41,1,0,0,1,2,110.44,15240.08,1,1.1601,0.0,0
965.36,UPI,15,1,80,59,1292.11,2,0,1,1,8,941.28,2877.38,0,0.7465,0.1111,0
446.08,ACCOUNT,6,4,373,61,712.1,0,0,0,0,5,0.0,1659.29,0,0.6256,0.0,0
1432.84,UPI,8,5,1237,59,963.56,1,0,0,0,4,0.0,6681.23,0,1.4855,0.0,0
455.61,UPI,16,2,115,54,558.91,1,0,0,1,3,564.64,2630.61,0,0.8137,0.0,0
2444.86,UPI,16,2,1287,63,2768.36,0,0,0,1,6,3850.81,3884.7,0,0.8828,0.0,0
370.04,ACCOUNT,1,6,443,59,403.04,1,0,0,1,4,319.83,3489.51,0,0.9159,0.0,0
2264.4,ACCOUNT,13,1,1378,72,590.87,2,2,1,3,7,1547.37,5397.83,0,3.8258,0.125,0
881.24,ACCOUNT,14,1,461,72,763.0,0,0,0,2,5,1818.83,5846.15,0,1.1535,0.0,0
1051.52,ACCOUNT,18,0,668,60,1272.43,0,0,0,0,4,0.0,2046.93,0,0.8257,0.0,0
1570.94,ACCOUNT,11,5,1003,73,1584.16,1,0,1,1,3,1359.16,4400.05,0,0.991,0.25,0
1049.3,UPI,11,5,215,48,880.79,0,0,0,1,4,1108.5,12664.87,0,1.19,0.0,0
763.2,ACCOUNT,20,4,848,52,785.42,3,0,1,2,13,1802.34,1086.58,0,0.9705,0.0714,0
927.36,UPI,0,4,772,57,1017.18,1,0,0,1,6,871.29,7311.72,0,0.9108,0.0,0
553.8,UPI,22,0,1182,54,385.36,0,0,0,1,9,297.36,4307.05,1,1.4334,0.0,0
808.8,UPI,20,2,1494,57,632.77,0,0,2,3,6,1821.88,832.24,1,1.2762,0.2857,0
2159.99,ACCOUNT,11,3,1006,54,2377.14,0,0,0,4,12,7491.14,430.79,0,0.9083,0.0,0
808.7,ACCOUNT,19,4,631,57,457.48,2,0,0,1,6,401.58,5365.46,0,1.7639,0.0,0
958.69,UPI,0,4,627,47,1051.55,2,0,0,4,6,3905.39,765.4,1,0.9108,0.0,0
529.92,UPI,23,2,644,53,292.1,2,0,0,1,6,176.1,542.6,0,1.808,0.0,0
792.65,UPI,9,0,1226,66,525.74,4,0,0,0,4,0.0,1101.71,0,1.5048,0.0,0
2354.57,UPI,1,1,502,69,2257.65,2,0,0,0,3,0.0,4161.07,0,1.0425,0.0,0
1467.0,ACCOUNT,17,5,275,60,1041.62,1,0,0,1,5,933.75,224.36,0,1.407,0.0,0
655.11,UPI,2,0,521,61,512.56,1,0,0,2,6,774.17,536.6,0,1.2756,0.0,0
3817.85,UPI,0,3,63,60,314.11,0,0,0,0,1,0.0,1802.43,0,12.1161,0.0,1
835.58,UPI,18,0,186,61,607.02,3,0,0,0,4,0.0,1444.44,0,1.3743,0.0,0
256.23,UPI,20,1,162,71,230.78,0,0,0,0,5,0.0,1758.1,0,1.1055,0.0,0
154.18,UPI,20,2,1164,69,216.59,1,0,1,2,6,523.33,3331.88,0,0.7086,0.1429,0
2393.72,UPI,15,2,1091,62,1852.02,0,0,0,0,5,0.0,443.4,0,1.2918,0.0,0
1822.05,ACCOUNT,6,3,1054,55,717.88,3,0,0,0,8,0.0,12203.01,0,2.5346,0.0,0
725.98,UPI,12,1,708,62,992.7,1,0,0,2,7,1873.18,1367.6,0,0.7306,0.0,0
394.31,UPI,11,6,1084,54,596.91,1,1,0,0,6,0.0,3864.17,0,0.6595,0.0,0
2860.7,UPI,2,6,267,61,1341.14,0,0,0,1,6,1170.52,3501.92,0,2.1314,0.0,0
2733.27,ACCOUNT,3,1,1353,63,2672.5,1,0,0,2,6,4524.98,10865.64,0,1.0224,0.0,0
671.61,UPI,17,1,766,73,713.21,1,0,0,3,7,2958.3,6281.18,0,0.9404,0.0,0
536.26,UPI,5,6,1408,71,1195.7,1,0,0,0,1,0.0,7671.09,0,0.4481,0.0,0
847.53,UPI,12,3,253,67,1552.75,1,0,0,0,4,0.0,5220.87,0,0.5455,0.0,0
681.05,UPI,5,1,761,61,841.45,3,0,0,0,3,0.0,2708.34,0,0.8084,0.0,0
296.35,ACCOUNT,13,4,1053,83,436.48,3,0,1,1,3,354.43,4350.77,0,0.6774,0.25,0
768.64,ACCOUNT,3,0,758,62,866.27,1,0,0,2,11,2381.52,1667.72,0,0.8863,0.0,0
1061.12,ACCOUNT,4,0,685,52,1258.81,3,0,0,0,5,0.0,2800.81,0,0.8423,0.0,0
3149.65,ACCOUNT,12,3,274,68,1234.14,1,0,0,2,4,3302.01,5443.0,1,2.55,0.0,0
1369.34,ACCOUNT,8,5,590,61,1382.08,2,0,1,1,6,1123.77,79.66,1,0.9901,0.1429,0
886.34,ACCOUNT,11,0,380,60,1045.33,2,0,0,1,8,974.02,799.69,1,0.8471,0.0,0
11429.88,UPI,10,1,473,59,766.01,2,0,0,1,5,758.89,142.78,0,14.9019,0.0,1
755.0,UPI,23,4,1035,63,885.46,0,0,0,0,2,0.0,6756.55,0,0.8517,0.0,0
8275.11,UPI,9,0,41,61,1015.42,0,2,4,11,24,1314.99,7793.18,1,8.1414,0.16,1
525.6,ACCOUNT,0,6,922,54,393.56,2,0,0,0,1,0.0,604.93,0,1.3321,0.0,0
3015.76,UPI,7,4,561,68,1968.03,0,0,1,2,8,4203.42,2891.11,0,1.5316,0.1111,0
1635.61,ACCOUNT,8,5,1440,68,1358.33,1,0,0,1,5,1044.08,318.1,0,1.2033,0.0,0
395.67,ACCOUNT,21,6,158,67,555.36,1,0,0,0,1,0.0,1262.89,1,0.7112,0.0,0
760.79,UPI,10,2,533,60,486.22,1,0,0,1,6,322.11,1425.71,0,1.5615,0.0,0
668.77,ACCOUNT,4,5,203,49,500.03,1,0,0,0,7,0.0,2631.02,0,1.3348,0.0,0
395.05,UPI,11,1,528,52,467.33,0,0,0,0,3,0.0,1878.81,0,0.8435,0.0,0
892.5,ACCOUNT,9,4,1443,73,388.95,2,0,0,0,4,0.0,1865.14,0,2.2887,0.0,0
610.4,UPI,11,2,568,51,646.11,1,0,0,0,3,0.0,548.45,0,0.9433,0.0,0
1331.28,UPI,7,4,1365,56,1543.78,1,0,0,0,6,0.0,1457.34,0,0.8618,0.0,0
1472.96,UPI,19,3,757,55,1342.05,3,0,1,1,4,1429.26,6886.85,0,1.0967,0.2,0
145.73,UPI,11,3,1058,58,277.05,1,0,0,0,7,0.0,1586.75,0,0.5241,0.0,0
2127.58,UPI,8,5,702,75,1790.56,1,0,0,0,8,0.0,3300.91,0,1.1876,0.0,0
553.34,ACCOUNT,3,0,420,54,577.78,3,0,2,2,7,1348.23,6503.27,0,0.956,0.25,0
511.09,UPI,0,2,1153,74,518.02,4,0,1,2,7,878.46,6081.46,0,0.9847,0.125,0
4080.11,UPI,20,3,1454,67,1686.2,0,0,0,1,6,1605.41,55.17,1,2.4183,0.0,0
234.93,ACCOUNT,19,3,417,75,333.12,0,0,0,1,2,229.85,731.94,0,0.7031,0.0,0
4080.87,UPI,10,4,44,57,475.18,0,1,5,7,8,0.0,2407.25,1,8.5701,0.5556,1
903.3,UPI,18,0,413,66,874.81,1,0,1,3,9,2320.22,9453.47,0,1.0314,0.1,0
10857.64,UPI,0,5,24,46,961.05,0,2,2,4,22,1116.15,5867.89,1,11.286,0.087,1
2003.59,UPI,16,2,28,55,548.14,0,0,0,0,2,0.0,5622.9,0,3.6486,0.0,0
670.77,UPI,3,2,690,78,668.97,0,0,0,1,5,897.58,2576.21,1,1.0012,0.0,0
8190.41,UPI,22,0,1113,50,927.12,1,0,0,0,2,0.0,2760.97,0,8.8247,0.0,1
4837.47,UPI,17,0,430,66,598.56,1,0,0,1,5,480.62,1612.46,0,8.0684,0.0,0
527.47,ACCOUNT,10,3,146,55,840.84,1,0,0,0,4,0.0,4667.51,0,0.6266,0.0,0
286.31,UPI,11,6,171,64,382.38,2,0,0,0,6,0.0,1831.63,1,0.7468,0.0,0
1726.23,ACCOUNT,5,5,687,63,1291.82,0,0,1,1,4,976.54,3700.69,0,1.3352,0.2,0
1577.63,ACCOUNT,21,3,1356,62,2004.31,1,0,1,1,3,2766.35,1774.43,0,0.7867,0.25,0
1022.25,ACCOUNT,12,0,217,65,976.61,1,0,0,1,3,1089.53,7794.41,0,1.0457,0.0,0
1624.68,UPI,3,1,699,55,1652.69,0,0,1,2,5,3018.91,3892.05,0,0.9825,0.1667,0
4202.47,UPI,19,2,43,55,532.59,0,2,5,11,12,372.71,920.92,1,7.8759,0.3846,1
186.26,ACCOUNT,0,2,327,54,241.3,2,0,0,1,2,290.5,303.86,0,0.7687,0.0,0
212.79,ACCOUNT,18,4,1090,63,252.93,0,0,0,1,5,323.4,1612.24,0,0.838,0.0,0
1011.74,ACCOUNT,8,4,479,55,1408.92,1,0,0,1,2,1601.73,746.02,0,0.7176,0.0,0
2380.27,UPI,11,5,25,57,527.09,3,0,0,2,4,1180.3,750.59,1,4.5073,0.0,1
239.38,ACCOUNT,7,2,881,58,330.2,1,0,0,0,3,0.0,2000.08,0,0.7228,0.0,0
724.13,ACCOUNT,5,3,833,63,647.66,0,0,1,4,7,3463.6,67.06,0,1.1163,0.125,0
628.25,UPI,15,6,289,49,693.95,2,0,0,0,5,0.0,1203.9,0,0.904,0.0,0
483.35,ACCOUNT,13,0,710,67,925.65,1,0,0,0,5,0.0,1273.2,0,0.5216,0.0,0
540.92,ACCOUNT,14,1,1289,61,624.51,0,0,0,0,2,0.0,5954.06,0,0.8648,0.0,0
1115.96,UPI,3,5,58,56,1269.75,0,0,0,1,8,1193.6,11940.32,0,0.8782,0.0,0
410.94,UPI,1,1,1145,60,362.67,1,0,7,14,19,5077.32,457.75,1,1.13,0.35,1
111.11,UPI,3,6,754,68,167.08,1,0,1,1,4,132.89,4446.64,0,0.6611,0.2,0
963.42,ACCOUNT,9,5,1087,71,726.34,0,0,0,0,2,0.0,863.96,0,1.3246,0.0,0
725.78,UPI,3,0,1005,75,727.29,0,0,0,1,5,605.38,8586.83,0,0.9966,0.0,0
970.41,UPI,22,4,665,69,1194.71,0,0,1,1,4,1610.98,535.9,0,0.8116,0.2,0
589.69,UPI,7,6,483,60,324.71,3,0,0,0,3,0.0,342.24,0,1.8105,0.0,0
509.31,UPI,10,4,952,59,528.23,0,0,0,2,7,838.4,10747.04,0,0.9624,0.0,0
244.94,UPI,18,6,236,65,582.07,2,0,0,1,3,407.56,307.41,0,0.4201,0.0,0
1453.51,UPI,8,0,888,54,1180.59,1,0,0,1,3,806.45,5447.12,0,1.2301,0.0,0
1186.44,UPI,12,6,169,41,664.66,0,0,0,5,8,4628.94,4328.06,0,1.7824,0.0,0
295.96,ACCOUNT,14,5,985,62,295.01,1,0,0,0,3,0.0,422.31,0,0.9999,0.0,0
1751.13,UPI,3,3,954,61,1263.24,1,0,0,2,8,3152.89,4042.06,1,1.3851,0.0,0
8633.91,UPI,15,4,154,60,1147.35,0,0,1,2,6,1660.19,2822.12,0,7.5185,0.1429,1
766.01,UPI,13,4,1143,65,346.65,0,0,0,0,1,0.0,4207.59,0,2.2034,0.0,0
912.65,UPI,19,3,641,57,576.33,1,0,0,2,5,711.41,19.24,0,1.5808,0.0,0
737.19,UPI,15,2,1186,64,899.18,2,0,0,2,10,2258.04,3648.48,0,0.8189,0.0,0
404.64,UPI,10,2,91,55,599.55,0,0,0,1,5,675.97,246.14,1,0.6738,0.0,0
